label	text	
fear	In elementary school one of my male classmates starting to sexually harass me everyday, touching me inappropriately in all different places multiple times a day, I was too ... to tell anyone or tell him off.	
fear	when i lost my friends at a concert	
fear	I felt a project was not meeting upmto standards.	
fear	I felt ... when a spider crawled across my pillow as I was trying to fall asleep. I am arachnophobic, and the event triggered a strong feeling of ... and paranoia that prevented me from falling asleep until I'd checked every inch of the bedroom for more spiders.	
fear	going into a room where I could potentially not be able to get out	
fear	I felt ... because i have acrophobia and in trying to impress someone (a girl), i had to climb to a high height which was very ... to me because my heart was racing fast	
fear	I felt ... when I had to get my COVID-19 vaccines. It’s not because I was ... of needles nor was I ... of the vaccine, but I have a ... of humans. I believe that there is no such thing as a good person and that every human I interact with will hurt or harm me in some way. I have developed this ... of people because of my experiences of racism, sexism, and classism. I am a misanthrope living in a world of bad people.	
fear	I felt ... when my dog was getting sick because he's my security blanket.	
fear	I had to confront a couple worker over some things that she had been saying about me behind my back. I don't like confrontation so this made me ... how she would react as she's a sensitive over the top person	
fear	I had to tell my mother about failing a subject.	
fear	I was in car crash	
fear	I felt ... when I almost lost my younger brother on a beach during a vacation to Europe.	
fear	My partner was very late to come home and did not call as usual	
fear	Someone I was talking to started joking about killing me.	
fear	another driver had road rage.	
fear	I was robbed on the street a few years ago.  It was almost midnight, I was walking to a friends house in a sketchier part of town and I was approached by someone who was holding a knife.  They told me to empty my pockets and that they didn't wish to hurt me, so I gave them my wallet and my phone, walked to my friends house and called the police.  They ended up getting arrested after trying to sell my phone on eBay but didn't think to reset it, so with the help of the police, I was able to get my phone and wallet back.	
fear	I got a flat tyre on my car 5 days before my paycheck was coming in, and I couldn't afford to pay for new tyres and to be able to eat for the following week.	
fear	my dog ran away and we could find him for hours	
fear	there was a massive spider on the wall the other night and I hate them	
fear	I underwent a heart transplant	
fear	I was in a taxi overseas travelling behind a lorry. Suddenly bricks fell off the back of the lorry and hit our car, we swerved and ended up in a ditch	
fear	I experienced sudden pain while on an aeroplane.	
fear	I’m home alone and could hear noises outside	
fear	I did a skydive from 10,000 feet in the air	
fear	I was in a car accident	
fear	my toddler took a high fever and started to shake without other obvious symptoms	
fear	i went ... when i was on the tube with my boyfriend and a group of rowdy boys were threatening to attack and stab him	
fear	my husbands hours where reduced and i was made redundant.	
fear	I was having a panic attack for the first time and thought I would always feel that way	
fear	I lost my dog for half hour	
fear	My child nearly walked into the road	
fear	When I made a catastrophic error in my employment with severe consequences	
fear	I watched a program on TV about a real life serial killer	
fear	When accepting my new job	
fear	I have nightmares because im out of control	
fear	Talking in a large meeting in front of 100 people for the first time on stage.	
fear	I recently decided to leave my current job in the middle of a pandemic with no backup plan. I resigned from my job as I have depression and anxiety and it was mostly caused by my work. My work is as a civil Servant and I frequently support people with complex needs but I feel that the system is not fit for purpose. I have also had depression and anxiety for a long time so I class it as a disability but my employer has not been good at all and does not view my mental health as a disability and did not give me any reasonable adjustments. I felt a lot of ... when I resigned from my job as I was ... about what I would do financially if my savings run out and ... about the uncertainty of finding new work in the pandemic where there is a threat to my health and safety. I also felt ... about what others would think of me and what my managers reaction would be.	
fear	I had felt ... when going into my driving test as I suffer from anxiety and I had already previously failed.	
fear	I woke one night to find my wife trying to harm our child in the belief that it would make her life better if there weren't children to take care of.	
fear	when I had a car accident with my friend	
fear	I experienced an earthquake in Greece	
fear	I got lost on a drive.	
fear	I started a new job as a manager, and on one of my first days I joined a meeting where one of my team members got very upset and stressed about work and I got ... that so soon into the role I wouldn't be able to handle the situation going forward	
fear	A housemate came at me with a knife.	
fear	My friend collapsed in a night club	
fear	I felt like someone was watching me when i was walking home.	
fear	I was in Korea alone in a hotel room and I heard a key turn in the door.  I looked through the peephole and it was a man, not the maid or hotel staff.	
fear	When I had to go for an emergency caesarean	
fear	I felt ... when I was robbed at knifepoint by a group of men late at night on my way home.	
fear	My partner phoned that she had been in a car accident with my son	
fear	i was involved in a fire	
fear	beacause i was not sure of an outcome of a situation	
fear	i went in a horror maze aged 16	
fear	My daughter's oxygen saturation fell below 80%	
fear	I felt ... when I came close to a black mamba in Africa.	
fear	Trying to fall asleep after watching a short ... movie.	
fear	When i had my child through emergency csection. He had stopped breathing, i didn’t know after being put to sleep if me and my child would survive	
fear	I was followed at night.	
fear	I was on a rollercoaster and I thought the harness was falling off.	
fear	When my son was poorly with covid	
fear	I had to lead a meeting at work which meant I had to speak in front of about 10 colleagues and manage a discussion	
fear	when at work i thought someone had died on the phone and help was slow to arrive	
fear	I went to a restaurant because I suffer from an eating disorder and I wasn't able to eat the food that they offered due to not knowing the number of calories in the food. I also felt guilty as it was a loved one's birthday that day and I didn't want to make it awkward for anyone else.	
fear	the first day i entered an Aeroplan, it was a terrible experience as the plane try to take off	
fear	I had a music exam	
fear	i felt ... when i lost my job some years back because i didnt have another means of survival and my family depended on my income	
fear	Someone I was dating at the time was hitting me while in the car going home. This person had no concern that they might kill the both of us while doing this, beating me in the head.	
fear	I was in a fight	
fear	I was in a car accident.	
fear	when I was robbed	
fear	Learning to drive on the motorway	
fear	a car crashed near to where I was standing with my young child	
fear	I felt ... because I might die alone	
fear	A dog ran at me barking in a rural area	
fear	when some one i loved was suicidal	
fear	I could hear an argument and physical altercation occurring in my building at night. I was supposed to leave my flat for work but it didn't feel safe.	
fear	I felt ... when my daughter was taken into hospital with covid type symptoms and given 48 hrs	
fear	i was told i needed an emergency c section	
fear	I had to ask my neighbour to move his car as it was blocking my driveway. I felt ... because he was uncooperative and moody. I didn't understand why he would behave like this	
fear	I mistakenly sent a payment to the wrong person in my job, this was a sizeable payment value also.	
fear	When my sons bio dad filed for primary custody on a made up basis that we were sexually abusing him	
fear	I received a call  to say that my dad had had a heart attack and was in hospital needing open heart surgery	
fear	I felt ... when my 4 year old daughter ran out in front of a car.	
fear	My young niece was playing tag with her siblings and ran out onto the busy road	
fear	I was driving down a country lane and a tractor came round the corner so i pressed my breaks and the car just slid on the stones i had to choose tractor tire or bush to put my car into i chose bush.	
fear	My daughter had sepsis	
fear	i had a migraine that caused blurry vision	
fear	I got lost in a foreign city and had a phone with no battery	
fear	a man followed me at night	
fear	I was swimming in the sea on holiday and a strong wave came and pulled me down, the waves kept coming and I couldn’t get up and felt like I was drowning. Eventually the current carried me to shore.	
fear	I FELT ... I WAS ROBBED.	
fear	I felt ... when my family house burnt down in 2016. Me and my dad were home and we had just returned from an outing. I was upstairs getting dressed and he was downstairs on the computer, and I could hear a popping sound. I thought that it was just the bathroom tap leaking but I still told my dad. He immediately thought it was an electrical issue so he turned off the house electricity from the mains. He stepped out of the house and all we could see was the roof on fire. I stupidly ran back in the house to get my phone and inhalers and he shouted me down, moved the  cars out of the driveway. The whole street was watching whilst the house was on fire, we'd called the fire engines and the police. My mum was called from work and when she turned onto the street she collapsed in shock, my dad was a mess and crying and running about. I was calm but inside I was .... We were given a hotel from ther insurance company and it wasn't until the next day when we went to see the damage and all of the roof was gone, our bedrooms completely burnt down. I felt ... at that point.	
fear	I felt ... when I lost my grandmother. This scenario  made me think about death and also what will life after death look like.  It made me really  ....	
fear	When I had to tell someone I was autistic because I couldn't cope with my surroundings and they thought I was overreacting by telling them to leave me alone	
fear	when i did a vertical drop zipline while on holiday with my family	
fear	My brother and I were driving back from a long day of driving practice and I thought we were going to get in a crash because of other drivers not paying attention to the road	
fear	I was stuck upside down on a fairground ride.	
fear	seeing someone have a heart attack	
fear	Watching a ... movie	
fear	when driving on the moors and almost crashing due to bad weather	
fear	My children were born	
fear	I couldn’t see my son at the park. I was chatting with another mum when I looked around to check where my son was. For a few moments I couldn’t see him and I panicked and felt intense .... I looked around more aggressively and eventually I saw him at the bottom of the park playing with friends. It was very stressful but only lasted a minute or two.	
fear	I was in an earthquake	
fear	i felt ... when i thought i was going to lose my potential partner	
fear	I felt ... when I was choking on a piece of chicken	
fear	Home alone and keep hearing wat sound like footsteps, doors closing	
fear	I went on an aeroplane recently. I have a ... of flying but can normally control it. Reduced sleep and the time since my last flight made me more ...	
fear	when my first child was born	
fear	I had a car crash	
fear	I felt ... when doing an absail down a building	
fear	i experienced my first earthquake 2 weeks ago	
fear	I didn't submit an essay on time at university.	
fear	I was told my work team would be made redundant because I didn't know if i was going to find another job	
fear	i was at the fair with my friends and i was on a ride that I didn't enjoy, it ... me because I was young and it went upsidedown.	
fear	I felt ... when I was alone in hospital after giving birth	
fear	I felt ... because I was chased with a gun	
fear	Lost control of my car and swerved off the road	
fear	when my husband found a lump in his testicle	
fear	I felt ... when I had a car accident in Puerto Plata Dominican republic, I lived in the DR for many years. On the malecon one night about 15 years ago I was in the car with my then boyfriend and he was driving, we had been to a party and had both been drinking and I didn't put my seatbelt on. Coming round the bend in the malecon two motorcycles came speeding towards us on the wrong side of the road. One went over the top of the car and one into the windscreen, my face was torn open by the glass my entire mouth and skin up to my nose hanging open and being in country which definitely does not have the best medical care, I think it was safe to say I felt lots of ....	
fear	I felt ... when my daughter had an allergic reaction to peanuts.	
fear	When cruising on my narrowboat I hit a silt bar and the boat tipped up a lot, and I thought it was going to sink.	
fear	I was younger and went down a slide into a swimming pool. I couldn’t swim and couldn’t touch the bottom of the pool and kept goi g under the water. Two girls managed to get hold of me pull me to the side	
fear	I felt ... when I got into a car crash.	
fear	I was mugged the day before my mock GCSE exams	
fear	I felt ... when my dog ran outside because I was ... he would get hit by a car or hurt in some way, it really ... me.	
fear	I was beaten badly by my father when I was a teenager.	
fear	I took my driving test after previously failing.	
fear	I almost drowned	
fear	I was in New York on 9/11	
fear	... of not being able to support my family fanatically	
fear	I felt ... when my car hit a kerb and almost hit a traffic light because I could not see properly due to glare from the sun and some marks on my windscreen	
fear	i was furloughed last year  -really ... of not being able to pay my mortgage	
fear	I was in labour december last year, my pain was worse than I remembered with my previous pregnancies and my waters still hadn’t broken. The ambulance was called and I was ... that something was wrong with my baby or me. We were rushed to hospital and the pain kept intensifying, until my waters broke suddenly and my baby arrived, safe and well.	
fear	I walked home alone from a party	
fear	Not knowing how to pay for rent and food	
fear	Got a bad feelings the upper level of the house we stayed in abroad	
fear	I felt ... when I was in a domestic violent relationship when I was 16/17	
fear	A stranger in the street started shouting at me for not allowing him to approach my dog	
fear	on a zip line course, really high up	
fear	My dad hit a car	
fear	daughters flight delayed by hours before busy busy weekend. I ... she was not going to make it	
fear	I went on a rollercoaster on my honeymoon even though I don’t like them. My husband likes them and I wanted to go on it for him.	
fear	when I was told that we're infertile	
fear	I felt ... when my partner did not reply to messages for many hours after abruptly ending a phone call.	
fear	When my dog was undergoing major surgery	
fear	i thought i was going to die following an acute illness.	
fear	lots of spiders in the house	
fear	I contracted the virus now known as Covid-19.  I had already received my first dose of the Pfizer-Moderna vaccine, and was in hospital for two weeks.  I very much ... for my life.  I did not know if I was going to make it out of the hospital, however thanks to my vaccine, I managed to recover, and am now healthy as a horse!	
fear	we were attacked	
fear	I stumbled on a robbery incident.	
fear	i felt ... when i could hear the front gate to my house being opened	
fear	One prominent time that sticks out in my mind as when I felt ..., my hours at work were cut drastically because of COVID, and I was very ... that I wouldn’t be able to pay my bills and make ends meet.	
fear	a garbage truck came around a turn in the wrong lane, nearly hitting me.	
fear	I made a mistake at work	
fear	The day of the London Marathon on the 3rd of October 2021 arrived and I became flooded with anxiety and ....	
fear	as children my father use to take us to the coast (seaside). My sister was 8 years younger than me and every time we went i use to get myself worked up thinking that my sister would suddenly fall over the side and into the sea. I had an irrational ... of it that turned into a panic any time anyone went too close to the side. It started to invade my dreams and i'd wake up screaming.	
fear	I felt ... when camping in the wilderness alone. I heard rustling in the bushes as i had stepped out of my tent to go to the washroom at night. I heard voices and quickly went back into my tent out of pure ....	
fear	I went to have a blood test	
fear	I felt ... when I spoke to police to give my statement for the man who sexually assaulted me as a child	
fear	I felt ... when all electric in our village went off and no one knew what had happened and people were shouting in the streets.	
fear	Someone tried to break into my house a couple of years ago at ~3am	
fear	I saw a big spider on my wall	
fear	i was trying to get petrol and was down to 9 miles before i ran out the cloest petrol station was closed and i drove on to the next one and waited ina 20 minuet que the whole time shaking as i was ... that i would run out of petrol and stop.	
fear	When I did a bungee jump	
fear	I felt ... when my father had an accident and injured his head.	
fear	I felt ... when I found out my ex partner was cheating on me. Because I had invested so much time, I felt humiliated and ... for my future.	
fear	when I overspent my budget	
fear	I have to perform for others	
fear	I felt ... when I realised I was being followed home by someone dressed in all black, who had followed me half way home until I called for help because I was ....	
fear	I was about to go on a rollercoaster at Alton Towers	
fear	One of my family members was taken into hospital	
fear	Had a car crash,	
fear	When my child split their head openand had to go to hospital	
fear	I lost my nephew at the supermarket. They were refusing to hold my hand and kept lying on the floor. They then disappeared and we didn't find him for around 20 minutes. Store staff were helping us to look for him and I was heavily pregnant and hormonal at the time. I was ... that we had lost him.	
fear	When I went into labour with my children	
fear	I felt dear when charged at by an aggressive dog.	
fear	walking down a country road at night with no lights	
fear	I felt ... when I saw a big snake	
fear	my husband went to the emergency room	
fear	I was confronted by a thief	
fear	I felt ... when I was outed to my parents as transgender	
fear	After having watched a horror film, for months after, I was ... to turn off the light on the landing at night and had to ask others to do this instead.	
fear	When I walked back home at night alone	
fear	When I was at work and had a aggressive angry customer all because I asked for ID they took offense and didn't like it	
fear	I was threatened with a pocket knife at school during one of my classes.	
fear	My mum died suddenly abroad	
fear	I felt ... going in to hospital	
fear	The doctor said I had cancer	
fear	My children are out with friends	
fear	I was beaten up in the street	
fear	When driving through a very severe storm. At one point I couldn't see anything infornt of me.	
fear	Going on a rollercoaster	
fear	my partner went missing	
fear	I couldnt find my child while out shopping	
fear	When walking alone in an unsafe neighbourhood	
fear	I was home alone for a few nights and there had been crimes committed in my local area	
fear	I HAD TO DEAL WITH A MAN ON DRUGS WHO WAS VIOLENT AT WORK	
fear	There was a spider in my house	
fear	I was walking down a muddy slope, slipped and nearly lost my footing	
fear	i felt ... when i was nearly hit by a car	
fear	I felt ... when i was walking alone in the dark	
fear	WHEN I LOST MY WALLET	
fear	I heard someone walking up my stairs when I was in bed, it turned out it was my brother but it really ... me at the time	
fear	I was threatened in an alley way	
fear	I felt ... when I had to have my first ultrasound for my chronic abdominal pain because it was a new, unknown situation.	
fear	"""i had just been told by the midwife """"I'm so sorry i cant find baby's heartbeat"""""""	
fear	I drive my car and face about an accident.	
fear	Lost my child at a theme park	
fear	Being told I had arthritis	
fear	I have a huge ... of spiders and last week a giant housespider ran out from underneath my TV.	
fear	I felt ... when I had to carry out a behavioural experiment, not knowing the outcome made be ....	
fear	i had to go on a rollercoaster ride with my partner while we were on holiday, the queue was long and i couldn't back out as they were so keen to go on and i was just ... the wait for our turn	
fear	We were escorted out of school after a bomb threat	
fear	when I was on a flight with severe turbulance	
fear	when me and my friends had a knife pulled on us.	
fear	Giving birth to our son	
fear	Being robbed by three older women when i was 12	
fear	I had to take an examination which I am not well prepared for	
fear	I was surrounded by four men	
fear	My friend sat on a cliff for pictures	
fear	My mother was dying of cancer	
fear	I first started learning how to drive	
fear	when I was about to open my results.	
fear	I hadn't felt my baby move during the day so had to go and get checked out to be sure everything was ok.	
fear	When I lost my wallet recently prior to attempting to use public transport with no other forms of payment on me	
fear	Because my grandad became severely ill and noone knew what was going on or if he was going to die	
fear	When a potential drunk driver nearly crashed into us coming from the other direction	
fear	I had abseiled down a rock face which involved changing from one rope to another, and I realised that my safety line was wrongly attached and would not have prevented me from falling.	
fear	I felt ... walking home when I was younger passing a large group of youths who were shouting at me and threatening me	
fear	I felt ... when i couldn’t find my son in a play centre	
fear	Being verbally abused while a member of the public whilst working as a journalist	
fear	Returning to work	
fear	I was worried that I was going to get locked in to a building when away on holiday, it was a walk up a tower and I was worried that someone would lock the door at the bottom	
fear	Working as a lifeguard and performing an emergency missing person rescue on a potential drowning child	
fear	Cat nearly died	
fear	I was having repetitive suicidal thoughts.	
fear	when I think about how much i'm struggling with finances	
fear	I had a conversation about finances with my partner	
fear	I felt ... when I slid face-first off a tin roof and was luckily caught by my dad.	
fear	my dad picked me up from the airport late at night during a snowstorm and we came very close to colliding with a transport truck that was blocking one of the lanes.	
fear	I felt ... after I had watched the newest Halloween movie (Halloween Kills (2021)) not because I was ... of the movie, but because of the environment I was in. It was the day before Halloween and I was in San Antonio in a friends townhouse, on the couch, right next to the front door. Throughout the night, my girlfriend and I both heard strange popping noises along with other peculiar sounds, and her ... heightened mine, making sleeping much harder.	
fear	I felt ... because I put myself in a dangerous situation while driving	
fear	I felt ... because it was something new.	
fear	I had to make new friends at university and talk to lots of new people	
fear	I was scheduled to take part in an online job-interview using software I had never used before.	
fear	Waiting for the vet to call after my cat's operation	
fear	I felt ... when I was in the car with two of my friends driving on the highway and the friend that was driving swerved a little bit, which startled me.	
fear	I witnessed a family member who suffers from mental health problems have a mental breakdown.	
fear	I was young and a dog chased me down an alleyway	
fear	I got an electric shock	
fear	I went of a jump wrong on my bike	
fear	A man threw bricks through the shop window I worked at	
fear	i ... death itself i dont want to die, i ... leaving my grandchildren behind it plays on my mind all the time	
fear	a loved one took an unusual amount of time to respond to a message	
fear	I saw a ... movie last night.	
fear	doctors didn't know what was wrong with me.	
fear	I felt ... when i went to an in person ... experience for halloween	
fear	I had a terrible kidney infection that caused me so much pain I thought I was dying	
fear	"""My partner is a migrant soon to be seeking legal entry at the US/Mexico border, and the US Supreme Court upheld ruling that requires the Biden administration to restart """"remain in Mexico"""" in November -- when I first read the outcome, I immediately experienced ... of my partner being stranded/targeted for muggings or kidnappings/in a worse-off position (and still do)"""	
fear	I saw a spider in my house when I was on my own. I am ... of spiders	
fear	I was in a pub in the local city centre with my 2 friends which is our regular activity on a sunday. There had been no problems previously until 2 men started to argue and cause a scene in the pub. We initially thought it would settle down but within a short space of time the 2 men were fighting each other and their friends then got involved. People were trying to split them up as it was a sunday morning with people of all ages in there. I was ... and ... for my safety and my friends. The men were taken out of the pub but we were then ... to leave in case of more trouble outside.	
fear	I received a phone call from my Mum telling me that my Dad had just had a heart attack	
fear	Spiders ... me, if I see one I will run from it then panic if I can’t see it	
fear	When I found a spider in my home	
fear	I felt ... when me and my boyfriend and cousin all went to the haunted caves in my hometown because it's a natural underground cave system that has a lot of traffic through it during the month of October, and it doesn't have very many reinforcements inside of it so I was ... that it was going to cave in on us while we were in there. This is an event that I have heard of happening before. I was also ... because it was a haunted attraction and I knew that there would be people inside ready to ... me as I pass them and I am very very easily jump ... and I knew that they would be able to easily ... me and my group that I was with	
fear	My partner didn’t come home and there was no way to get through to him	
fear	Starting new job	
fear	A dog ran out in front of my car.	
fear	When a friend told me she was feeling suicidal, then didn't respond to my messages for a few days.	
fear	my husband and i were long-distance for over a year. We hadn't seen each other in over 7 months and one day, on the phone, he told me it was getting hard for him and he didn't know what to do anymore if things didn't change. The situation was out of my control, I couldn't speed up our time apart and I genuinely ... I would lose my marriage over it.	
fear	I Am ... of snakes and I felt ... when a child threw a rubber snake at me at Halloween	
fear	I felt ... when I had a bad dream because it involved something bad happening to my son	
fear	I has to go into corn fields. I am ... of them	
fear	we were caught in a big storm whilst sailing on a boat.	
fear	i felt ... when i went to luna Park for the first time and i was nearly forced to go on the scissor ride because i do not like rides that go upside down	
fear	when a rat jumped out on me at work	
fear	When I found out my mum had cancer	
fear	I was walking home alone down a long, linear, pitch-black alleyway.	
fear	I felt ... when recently i did a bungee swing with my partner - I did not know i was still ... of heights until we got up there and i was looking down. I was frozen and felt ... all throguh my body	
fear	I felt ... doing my teacher training. My mentor would constantly give me negative feedback and I felt extremely anxious each day about our interactions and how the day would work out and whether or not I would complete the year.	
fear	"""I saw a woman across a crowed room who I knew for a fact had died. I couldn't believe my eyes and thought I must seeing a ghost and therefore going momentarily insane. I was with my mother and I tapped her urgently. She looked where I was looking and must have recognised the ... on my face, then realised what I must be thinking. My mother then said something along the lines of """"Don't worry, that's her twin, she was a twin."""""""	
fear	I feel ... before I do knew things because the unknown ... me	
fear	When I thought I had lost my daughter at the park	
fear	I was arrested and taken to jail	
fear	During labour and I got rushed to theatre for a cesarean section because my child's heartbeat and movement had slowed right down.	
fear	"""I went to a haunted house a few weeks ago and there were many sudden """"jump"""" scenes"""	
fear	When scuba diving in a cave. There was no light and I could not see what was around me.	
fear	I made a big mistake in work	
fear	I went on a rollercoaster at a theme park.	
fear	I had to deliver a presentation to my peers	
fear	in my childhood home my kitchen led on to my bathroom, with the fridge located just behind the door that led into the bathroom. One time when I was aged 7 or 8, in the middle of the night I was thirsty so I went downstairs to get a drink from the fridge. I knew my father was up and he was using the toilet in the bathroom in the next room. As I shut the fridge after I had got the juice out, my dad was finished in the bathroom and opened the door. He must have heard the fridge shut, but because of the layout of the kitchen, I was hidden behind the door. (me and my dad were stood side by side but the open door was in between us if that makes sense). Everything fell silent and the next thing I know my dad has swung a fist around the door and abruptly stopped when he realised it was me in the kitchen, not a burglar that had got caught hiding! I dropped my juice on the floor out of absolute ... of my 40 year old dad punching me in the face!	
fear	I had to make a presentation in front my colleagues and share my insights. I was worried about whether what I shared would be of any values to them. I also was ... of not meeting their expectations.	
fear	I was bullied as a child and through my teen years.	
fear	when I was a passenger in a lorry, travelling up a narrow road. came to a sharp bend with a bridge on it. couldnt go any further. had to reverse the whole way back but before we could reverse we had to go forward. I thought we were going to drive off the verge  and into the river we were that close. I had my 3month old baby with me and I wondered should I get out but the driver re-assuranced me it would be ok and it was. But I was never ... in all my life.	
fear	When I was caught in a strong current while swimming in the sea.	
fear	I fail at something and ... the consequences	
fear	I felt ... when I was told that I would need an emergency caesarean section when I was in labour at my first born son. I had my heart set on a natural water birth and I was dead set against having a section if at all possible so my heart sank and it filled me with ... and .... I had never been in hospital overnight before or had any kind of surgery so the idea of surgery itself ... me but the realisation that it affected both me and my unborn son ... me even more. I then felt more ... when I had to sign my consent saying that the hospital weren't responsibly if I died. My ... then increased when I was told I'd need to be put under by general anaesthetic. Putting the mask on was probably the ... experience I've ever had.	
fear	I had given birth, a few hours later I began to feel nauseous and then felt intense pain. My blood pressure was plummeting and my heart rate was rising. I’m a healthcare worker so I knew this was not good. I was haemhorraging internally and on the cusp of bleeding to death.	
fear	I had to go into my brothers flooded basement alone in the dark	
fear	I thought someone had broke in and was outside my door.	
fear	I was facing my first exam of this year because the results will have a large impact on my life	
fear	I realised that due to previous financial decisions I had no credit rating and it would be considerably more difficult than anticipated for me to leave my husband	
fear	I felt ... when I had a practicum orientation	
guilt	I left my two children with their Dad while I went away for a weekend with my friends	
guilt	I was at a small event at a university with my friends and I thought it would be funny to try to steal a few drinks from behind the bar. I got caught and obviously had to return the drinks. I still feel horrible about it as I would never do such a thing now. Even then I felt ashamed.	
guilt	I bailed on going to recent events planned by my friends	
guilt	I did something I was asked not to.	
guilt	I was unkind to a friend	
guilt	When I lied to my friend saying I was busy when I wasn’t busy	
guilt	I didn't spend more time with my Dad.	
guilt	I went out on a night out and got quite drunk, The co-worker I was out with (alongside others) was the boyfriend of one of my friends. We both were having a great time and ended up kissing. The next morning was horrible and I ended up booking a hotel and staying away for the weekend because I felt so bad and didn't want to be around the local area.	
guilt	I split a drink on my girlfriend's laptop and broke it	
guilt	I cheated on a math test that I barely passed in high school	
guilt	I sexted someone	
guilt	I put very little effort into a fake card which I intended to give as a joke and replace. The recipient was very pleased, and it looked almost exactly like the card my little sister made, and worked very hard on.	
guilt	I felt ... when I strongly and openly resisted caring for my emotionally abusive mother in an emotionally and physically abusive environment.	
guilt	I said no to hanging out with a friend I hadn't seen in a while when I should have said yes.  I was too lazy to meet them.	
guilt	When I got too drunk at my sisters 21st and messed up the lovely speech I had prepared.	
guilt	I felt ... when my friend (lets call her L) had gotten a girlfriend and I was talking to my friend N about it at work because we were all friends the previous work season because she was our coworker as well and I completely forgot her brother was at work and he overheard and now she's telling everyone I came out to her whole family for her even though he just accidentally overheard and I've been getting almost harassed for months now.	
guilt	I slept in the same bed as a boy	
guilt	I cheated on an ex after they cheated on me	
guilt	I forgot a friend's birthday	
guilt	My partner had spent days planting and landscaping the garden so I had a nice place to escape and sit and I said I didn't care what the garden looked like and I didn't want to help him (depression/stress/newly diagnosed health condition caused me to lash out). He started crying and said he didn't feel like he was enough.	
guilt	I took the last shirt in the right size when my friend wanted it too.	
guilt	I didn’t put money to a leaving envelope	
guilt	I ate the last piece of pie.	
guilt	I feel ... when I missed an opportunity to be present and available to a good friend	
guilt	Booked a night away with friends and my children were upset that i was going to a hotel without them	
guilt	I didn't say goodbye to my dog before I left for work because she passed away that afternoon.	
guilt	I felt ... when continuing to accept presents and money from someone who seemed like they wanted more even though I kept telling them we were only friends.	
guilt	I suspected my girlfriend of 5 years was cheating on me. She left her Facebook logged into my computer when she left, and I checked her messages. She was indeed cheating on me, but the way I found out was... wrong. I should have been better. I regret that to this day.	
guilt	I felt ... whenever I think about how my life could be with another man. I love my boyfriend of two years very much but I still think about my ex a lot because it just felt unresolved (though I'm not entirely sure resolving it would change much). It's mostly because my ex was extremely wealthy and although my current bf and I are well off for our age, it's tough when I consider that I could be flown around in a private jet instead. I feel extremely ... thinking about this and typing it out because I don't want to sound greedy. I just grew up in the lowest income bracket and I can't help but be enticed by money as it was such a barrier growing up. I'm trying really hard to develop a healthier relationship with it as I grow older.	
guilt	I felt ... when my son was bitten by dog and had to be rushed to the hospital. The doctor reassured me that these types of accidents happen and to not continue to blame myself for something I had no control over in the moment.	
guilt	I was a bit rude in my response to a customer when they asked me a question while I was passing by their house, as I was very busy delivering something to someone else. my response was a bit too sharp.	
guilt	I felt ... when I returned to work and put my son into nursery	
guilt	i continuously walk by homeless people on the streets and give them nothing, i always say I am going to get them a gatorade or water but never do.. makes me feel ... because they need things much more than i do and they are humans just like me	
guilt	I lied to my friend about not being able see her and said I was busy because I am avoiding her. She only cares about herself and does not take the time to be considerate of our friendship.	
guilt	I felt ... when I was involved with someone with a partner	
guilt	I broke up with my ex girlfriend	
guilt	I gave myself the bigger portion of cake instead of my fiancé	
guilt	i broke a boys heart	
guilt	I don't carry out with the plans I made from the beginning.	
guilt	eating badly when I was on a diet	
guilt	When I quit my job working with my father.	
guilt	Slept with someone I shouldnt have	
guilt	I felt ... when I went to the gym instead of helping my parents at the store, because I work for my parents, and the store ended up being super busy and my mom was alone during the rush and couldn't even message anyone for help because it was nonstop busy. I should have been there.	
guilt	I felt ... about sleeping with the guy my housemate liked because shes my best friend and she really really liked him	
guilt	I hit a rabbit while driving.	
guilt	When I yell at my child	
guilt	I lied to my friend that I was busy and couldn’t come visit her	
guilt	i crashed my moms car	
guilt	I felt ... when I lost £200 because I got too confident with betting and lost the bet, this was money that we needed, so felt very ... and stupid that I had lost the money.	
guilt	I felt ... when I knew someone was about to lose their job before they was made aware, and couldn't make them aware beforehand.	
guilt	I felt ... when I slept with someone I shouldn’t of	
guilt	i felt ... when i rang in sick to work and i actually wasnt sick, i felt ... and bad for not going in	
guilt	I felt ... when I recently convinced a friend to not go on a trip he's been planning for the last few months (biking from Toronto to Vancouver alone, for charity) because I was concerned about his safety. I feel ... because he started a charity for it and raised quite a bit of money but my talk really discouraged him from doing it, since a solo trip at that length in rural Canada is quite dangerous. Nevertheless, I feel ....	
guilt	spent money on myself but not my s/o	
guilt	I did not get to say goodbye to my dying grandmother	
guilt	My father died just because of my reckless behavior to take him to the hospital for proper treatment	
guilt	Any time I leave my child with anyone to babysit her I feel intense mom ... because I feel like I should be the only one to take care of her. Recently she started daycare and it was the worst	
guilt	When I was a little boy my mother had a birthday party for my brother he was going to be five years old, I was seven at the time. One of my brothers friends was at the party and started to play with a toy truck of my brothers. I grabbed it from him and told him it is not yours it's my brothers leave it alone. The very next day my mother told me that that same little boy that I yelled at was hit by a car and died. I have and never will forgive myself for the way I treated that little boy. I wish i could go back and change the way I acted. I am so ashamed. It has haunted me since and I am now 65 years old.	
guilt	I cheated	
guilt	I was tired, and my toddler was crying and instead of being patient, I told him he would be okay and hurried him home	
